respondent_id,h1n1_vaccine,seasonal_vaccine
26925,0.12774277501818804,0.6489423420188077
26926,0.5806864585722797,0.5035500820950267
26927,0.3129415908566745,0.7073746790830124
26928,0.0522036785266669,0.4391670970152905
26929,0.07238535733255436,0.1217045457448493
26930,0.7109915234353515,0.8749673965806108
26931,0.10049555475024877,0.40692930390613447
26932,0.05464126160052894,0.836755456709234
26933,0.08484848077741815,0.7671864721583294
26934,0.5364487035548393,0.7718618804362033
26935,0.1557551530754634,0.5774047822650686
26936,0.496066739225033,0.2281451331203762
26937,0.27252932114190564,0.6609548926633545
26938,0.09650017274636528,0.07202466719477581
26939,0.026985432042776633,0.03645871869784472
26940,0.10751253122588075,0.13335952094076634
26941,0.0525819681026449,0.37405054054766457
26942,0.5993037063585972,0.8430959416236632
26943,0.17695791666571636,0.7200427705504197
26944,0.09207796954261889,0.2411427384521256
26945,0.11463965997329205,0.49407574510345437
26946,0.11944807419327205,0.7185832647829697
26947,0.15372586826933662,0.5305075058148983
26948,0.019317557026974012,0.07035587954565672
26949,0.019352135146286458,0.034546276800171236
26950,0.038002758756910775,0.4526114561194409
26951,0.06997134934506236,0.2765627628727142
26952,0.8447886010623779,0.9578626254207842
26953,0.7543307590490019,0.9631139812641528
26954,0.06401579549328927,0.1851363034968121
26955,0.16582485700566624,0.535542821219071
26956,0.13334948122665882,0.32497987823221747
26957,0.027052722307884733,0.8697072323888302
26958,0.2636464181969064,0.6903128942060477
26959,0.03617507649967981,0.14964825597765277
26960,0.044146614322342036,0.0690628460788395
26961,0.19461636431109558,0.4728774152450726
26962,0.17562718886886203,0.9001101871756404
26963,0.15283099699909677,0.28294057130816025
26964,0.09391538957173266,0.14705859190785023
26965,0.836213650054837,0.9539044652514683
26966,0.012674362792350768,0.0240551179278744
26967,0.1509339137961722,0.4219841405915736
26968,0.05102077648219304,0.8037343937317168
26969,0.03183089387104365,0.1686350015053961
26970,0.7471386579074405,0.5081568948734563
26971,0.08372344925207081,0.339202139948625
26972,0.009476870573684341,0.03526372058446674
26973,0.05707982135479011,0.10880429921238621
26974,0.10697992745163834,0.29958412981943566
26975,0.06972398328476549,0.6095142415481455
26976,0.8449949024555113,0.5195285194053959
26977,0.0486399790319914,0.2811233394574742
26978,0.025783150482215838,0.7188668141960797
26979,0.38335753032125297,0.7628964185301732
26980,0.04005924648854387,0.08866147520095287
26981,0.06512066675514316,0.3749279227282298
26982,0.6879575002798282,0.9058533626467751
26983,0.15869759513843976,0.5341916951673137
26984,0.07830361908136482,0.12085499711175447
26985,0.0233496922252755,0.11246169819758528
26986,0.196183957923454,0.5518039628944459
26987,0.06993793247442241,0.18775517853463958
26988,0.03269279065960297,0.12146622489519633
26989,0.330033976134979,0.77879780119503
26990,0.014870552632931938,0.06503917860069298
26991,0.3305835157184955,0.5303754710228309
26992,0.3141669215520353,0.4908845217458325
26993,0.14466724679461215,0.7873899925177202
26994,0.16934486494936957,0.38774199513191254
26995,0.14507516854475652,0.555524792971497
26996,0.2970850415476025,0.4140865398459964
26997,0.029339264310887972,0.0904216184496512
26998,0.05745942357724507,0.055718034315298634
26999,0.3304178463844142,0.4127577847160223
27000,0.11348495541269478,0.31560340585657554
27001,0.044117136861602624,0.7364148548639621
27002,0.010571983775468665,0.23427710476858618
27003,0.027396077856628613,0.05443669065652768
27004,0.12035424547721882,0.2680493342030693
27005,0.31147646193001044,0.6880696059722932
27006,0.7509486714798986,0.8832605458871472
27007,0.07371298874210863,0.22756130190854626
27008,0.04742899236485227,0.04826293976862961
27009,0.06226160392530595,0.2782703626742019
27010,0.12320928243866063,0.2615107972104302
27011,0.08688309350179788,0.13932570417024837
27012,0.3681750790392371,0.5966921753983251
27013,0.10261848721967785,0.37421981710266367
27014,0.03545267865970524,0.3428976961669305
27015,0.08551566275331743,0.2058755958745731
27016,0.12826369131676718,0.2981369735368664
27017,0.4172487248044918,0.7700561771351424
27018,0.10690762949970622,0.28653962077516676
27019,0.8921855862646095,0.9649280414621721
27020,0.16272616455530917,0.18812845224480734
27021,0.134323319280611,0.4944529418569465
27022,0.168447724225156,0.28311665677485526
27023,0.1255255833331368,0.13393462180933693
27024,0.09390201425284916,0.36451891315964213
27025,0.052834470449701354,0.02383301590587911
27026,0.08873449962555366,0.40665383469160077
27027,0.09261555484598086,0.6781869866157085
27028,0.3030516224902812,0.8214206068686867
27029,0.060302822928319434,0.229387279747693
27030,0.17903984045172425,0.35558051972428273
27031,0.19386716655258274,0.8242391568967679
27032,0.1928425592094848,0.4874868410339103
27033,0.28796184448151685,0.6873245834196923
27034,0.008094384027676909,0.5654058543427734
27035,0.14113479167253948,0.2939607748150647
27036,0.18738382636745232,0.6212838360730177
27037,0.5881753622694383,0.7447236449963048
27038,0.04316323137960186,0.025519166043491456
27039,0.7833047646559758,0.9255035270274852
27040,0.19567310974095437,0.16151319491909927
27041,0.11594866442430783,0.49397509006358115
27042,0.08113138324168721,0.6398976067958367
27043,0.49237720550791614,0.8085491379577165
27044,0.007566299939207634,0.021476619265671997
27045,0.1480948146541299,0.6567040739881109
27046,0.057022387328101436,0.10646205725391358
27047,0.5329976893411684,0.3949521269130812
27048,0.16481406444511312,0.35036830138393726
27049,0.3301306424338044,0.9324020290610393
27050,0.05665603402396172,0.5195052416521132
27051,0.1333670463025652,0.3384245312988951
27052,0.10632476578286132,0.26341267116480055
27053,0.8709431069731978,0.9530495655113137
27054,0.03167063326758719,0.06251220541333603
27055,0.11064606572864771,0.91759349140872
27056,0.023990637018091936,0.05892505314633707
27057,0.0349714217002949,0.05177226880515533
27058,0.817946188673967,0.9312364793776337
27059,0.08079122647452693,0.2617457228118624
27060,0.02180750191386698,0.3254530737610928
27061,0.08111181526130058,0.4536181854150651
27062,0.05851954304406351,0.4311067737635451
27063,0.07658528569690533,0.648882209772979
27064,0.17848904572086724,0.5317605423591658
27065,0.057863151128348,0.3410541910452766
27066,0.06191608795840384,0.7218122960693121
27067,0.3766352846373021,0.6975637250254718
27068,0.8825511832081432,0.9576596320031077
27069,0.5563501090846108,0.9312002916886798
27070,0.05336883995441713,0.06378015806886476
27071,0.06174293756858828,0.08472928096973446
27072,0.07917604717519929,0.6664455018297417
27073,0.02507700344739741,0.8019418791185444
27074,0.043207500094076146,0.34573212376053253
27075,0.7501430124013287,0.910061207156388
27076,0.6780005577026176,0.8357316532974279
27077,0.03597561504536241,0.08178101513127152
27078,0.27220702282068576,0.8802960257106233
27079,0.3082014834000819,0.9469640446979022
27080,0.064078584801247,0.2572798154222267
27081,0.025865334149191135,0.7754053321074825
27082,0.19439841539271943,0.4219434827846975
27083,0.05439504540676312,0.22580023624593745
27084,0.9027289474674054,0.7677980154119954
27085,0.03074010919928919,0.013742121006716852
27086,0.058847493714012156,0.07313700973539955
27087,0.18719663343633902,0.3140548239331665
27088,0.19298698846900308,0.7358864616460687
27089,0.1694913675984832,0.2274780170803907
27090,0.23462252558359264,0.4948965887170519
27091,0.515398941905696,0.10232156477083182
27092,0.09657340838537476,0.3283592231621885
27093,0.21173665991113189,0.31836502299850356
27094,0.00813329748482108,0.025193026620674356
27095,0.06059337060023598,0.4195484153995748
27096,0.020565776809489855,0.22466695504128756
27097,0.6667454882574596,0.8333756650280857
27098,0.5406451088755228,0.8350472925464724
27099,0.16104363521046136,0.47254406690016676
27100,0.06098072179332703,0.7776213357914544
27101,0.08065995762386748,0.611201408753159
27102,0.110002829330741,0.8921119596859982
27103,0.018122373412696176,0.05536093602558565
27104,0.30330548044185335,0.6141977966276949
27105,0.05185341857581486,0.4742702712359048
27106,0.5830815223701209,0.8622395178895688
27107,0.45682682521139106,0.6751981808019906
27108,0.11254355392979698,0.33209219606702556
27109,0.08332282904858047,0.20040209675657847
27110,0.09233513392100312,0.4134563483111715
27111,0.04797300032675405,0.40387361586230014
27112,0.21268901587914157,0.5383394760201325
27113,0.09454479853474215,0.2767813813305441
27114,0.08366066490193699,0.18782527475329977
27115,0.675883805540181,0.920622918949884
27116,0.14099388600064774,0.893955654037538
27117,0.07296338027571651,0.12235280039671821
27118,0.13859186326490466,0.4908931369275815
27119,0.060451195670143495,0.3070789251282
27120,0.32456289605949995,0.975266723964618
27121,0.014355036128923707,0.6853679394113579
27122,0.0629699650619113,0.33080211533626047
27123,0.05836308948518343,0.12147814488502484
27124,0.04512068903687617,0.09812115871517241
27125,0.024794998284856262,0.03996052223309963
27126,0.3628126121561256,0.0683086372534482
27127,0.06621416049339482,0.08472538286725259
27128,0.17762314860859915,0.5603861318465678
27129,0.5850536115734758,0.6519929570501243
27130,0.15929485280499897,0.2957060780087872
27131,0.05126844979005002,0.07839635565217178
27132,0.5158139076314239,0.9283456016287656
27133,0.09500087825737379,0.5214113061506992
27134,0.6253018591874143,0.8934052665460077
27135,0.22603535765877888,0.7137054000704781
27136,0.07889937641777069,0.46227815726742605
27137,0.07084575599463092,0.2289292399269041
27138,0.16837463272116393,0.5161393776287215
27139,0.13762662907056106,0.12179002190031643
27140,0.894413369933782,0.9556180032632846
27141,0.6255001368717672,0.8280369086288364
27142,0.0800242499152766,0.32112692208852134
27143,0.24931374165870265,0.4979971816211755
27144,0.06548940941802864,0.053812215404287954
27145,0.5429510846044765,0.7157422803063357
27146,0.04982236537857501,0.9041133379567071
27147,0.06443551578817891,0.28450497019757937
27148,0.19777775619805468,0.16302562230695222
27149,0.3006323390302363,0.18254251332383215
27150,0.6510919106148574,0.9721201593939536
27151,0.12147254402166402,0.6882900584455593
27152,0.03436912400061494,0.2681244146045218
27153,0.2613063732630551,0.8021574658837
27154,0.7614704789941457,0.9114739270460529
27155,0.17417742782737944,0.6725126821250186
27156,0.01398312874880863,0.2803446509412104
27157,0.015445747585233975,0.5288666031189738
27158,0.07606704575160138,0.34787050975145123
27159,0.054894778016671364,0.2494328997797315
27160,0.23555127188091043,0.2779030077924876
27161,0.26055990243602006,0.4552400701507643
27162,0.1721368105569405,0.9355930781896964
27163,0.6672006068165481,0.4665006339140782
27164,0.21425409953436303,0.09950533806160107
27165,0.5251871429807887,0.7270130899581042
27166,0.07981619992329639,0.19409528347616828
27167,0.1458369876539391,0.5605210115777474
27168,0.19905754545037427,0.8600687844625876
27169,0.4221522310633983,0.7100995148622754
27170,0.34421216672870686,0.8370780139477139
27171,0.05438760044764925,0.3468493805121771
27172,0.0430920448817191,0.794443411412343
27173,0.24307685757366135,0.573943655136636
27174,0.058172219290023607,0.13004415964182098
27175,0.07648867431172336,0.21056539497175475
27176,0.5220331182416519,0.9448765499557631
27177,0.7866256262986097,0.947500878358685
27178,0.13259867576812115,0.3643791551708318
27179,0.08541265853880721,0.25169652748910976
27180,0.27985787010192065,0.366258036859252
27181,0.03449802383908525,0.7660185812803069
27182,0.6502843311069468,0.9166463485940296
27183,0.041594312702769316,0.48339503582055976
27184,0.03545462816108483,0.397574733725263
27185,0.5280107702543095,0.8631988291770541
27186,0.13370941314452112,0.6451920978205838
27187,0.12462322994855078,0.20532644249774407
27188,0.05579640837105001,0.38577326460860367
27189,0.08342707850375228,0.5100531504866437
27190,0.5256982087302992,0.8485669158688461
27191,0.14781969150907484,0.9509360632885834
27192,0.5965626773752903,0.8435638763241291
27193,0.012782097297812595,0.08753355366852027
27194,0.1640998491644932,0.5401505663948818
27195,0.037364506586723786,0.09313579114949429
27196,0.3112181847377183,0.29153064692423797
27197,0.07989619637044075,0.7661926041635617
27198,0.9425529812680745,0.986644622697234
27199,0.02659672554862323,0.09851446564900587
27200,0.2599113485355237,0.6819793054198251
27201,0.743069802695194,0.9273892428250573
27202,0.08364856647048954,0.05110177751246731
27203,0.05334205257530064,0.11134207635023904
27204,0.03579580443406325,0.08536599370026976
27205,0.08966525706930929,0.28160801903466187
27206,0.15404560917900506,0.2909244212454925
27207,0.06966170478799644,0.16305198636731447
27208,0.7936664804086215,0.694155499473166
27209,0.1285910076243839,0.23233610459653523
27210,0.2984513867834031,0.40960603792076705
27211,0.11183060624640759,0.25074520372954334
27212,0.5496151072624115,0.9211951430516754
27213,0.42277974074079566,0.410004565124353
27214,0.02299674461882398,0.06338005437820195
27215,0.14448170469228652,0.7879415097946025
27216,0.09467623533884027,0.8692120852672354
27217,0.06345424514966878,0.10241356442945154
27218,0.7258484833671839,0.9489176238920526
27219,0.44384596109028146,0.6227326461915013
27220,0.15540976340157805,0.45156271470762127
27221,0.17470476048004083,0.5497675089556334
27222,0.20775048260389517,0.5430778955777814
27223,0.058744812216715805,0.656769337916949
27224,0.235480071003335,0.7543864960370658
27225,0.17384227380641662,0.22376063719457953
27226,0.021872430474292607,0.2409770344468739
27227,0.165265421573291,0.41827322434126446
27228,0.4455314696137448,0.8304702854076205
27229,0.7752404404899934,0.949190908381099
27230,0.19954023958296993,0.9653741102969833
27231,0.5323610291634809,0.9122881464930851
27232,0.10984075107238811,0.5390272062064291
27233,0.3623710365223565,0.1997501219863207
27234,0.050397159100829675,0.01900597702915839
27235,0.8983638099785581,0.9566284584958074
27236,0.10138532742308584,0.9254279272889743
27237,0.3265259063542685,0.5332612629620299
27238,0.26018935092139367,0.670515304896702
27239,0.49335204347071826,0.16339155040291142
27240,0.10154844365506954,0.4207191517627968
27241,0.08412651232912739,0.2530279945810804
27242,0.12917925821381399,0.5198128790012237
27243,0.0488432250594873,0.10082148713197035
27244,0.058045638414695296,0.116792097509257
27245,0.13953514030561706,0.4845297178365821
27246,0.8417081800366045,0.9649135035958739
27247,0.17217125904895453,0.9327462877688338
27248,0.139387923183783,0.6614221449088591
27249,0.11662087727177724,0.6379648360191155
27250,0.10515968908563779,0.3133056364705112
27251,0.09321778905218829,0.2986382983634335
27252,0.37233262975339765,0.6843957332632636
27253,0.07340516517656274,0.8876364304398141
27254,0.8805543230542481,0.9705210946904217
27255,0.12728834775037812,0.29585814550700423
27256,0.5507982346591553,0.961266762870795
27257,0.39186056184583007,0.5998035548967459
27258,0.42121589052435926,0.7563911120474494
27259,0.5691734146644127,0.8906268959490388
27260,0.20006855112132513,0.5504797503427895
27261,0.10879876149120968,0.5829368695938326
27262,0.22537514796609212,0.5594648974980635
27263,0.08911052041452415,0.09110666540608046
27264,0.07595252692226909,0.08607229031468919
27265,0.05791158074905246,0.22434805400583738
27266,0.16926010480623122,0.34089280105567443
27267,0.21143572655392637,0.8982738404728259
27268,0.02120892126145934,0.2450583094921325
27269,0.7792315468964369,0.5223475325274418
27270,0.041452206469306946,0.09735301992241441
27271,0.048928971915860583,0.35110585176678394
27272,0.01628561606782965,0.40773088576074357
27273,0.04388187933540541,0.15413661667562414
27274,0.10364316888907546,0.4268880990259331
27275,0.1882194464355563,0.3411844561384926
27276,0.010892171203046797,0.093553547170102
27277,0.060850011487046565,0.7984541220334795
27278,0.1682511534190184,0.4837723952527783
27279,0.09196663232207179,0.2402318727945982
27280,0.2685177878706013,0.36871057822392556
27281,0.08354907157119716,0.3710807157203742
27282,0.08303647309260762,0.8938293992513401
27283,0.008638352722421135,0.04876178453877912
27284,0.15046098563789814,0.20430626218309544
27285,0.1070830115430197,0.3644297359180924
27286,0.059955178827901266,0.18633197002711507
27287,0.17730080400534898,0.4888170716602751
27288,0.5853000403149415,0.8529244231470112
27289,0.2561053747606448,0.3302722029636425
27290,0.02325870929838921,0.10503037851855702
27291,0.7300782640868108,0.8572935047090733
27292,0.057542727900534524,0.6353401157033817
27293,0.10628906066258895,0.9568245129913988
27294,0.01516847383649293,0.03983287610599447
27295,0.3178785326997144,0.8773985148012707
27296,0.07874604217053026,0.7570143841303605
27297,0.058144514950363935,0.7531742960693342
27298,0.10271548135852436,0.32331954388063294
27299,0.2896828134041873,0.704848213924009
27300,0.16556616850058256,0.9507023621099651
27301,0.00916760131716174,0.03718087215150874
27302,0.11488598439825584,0.6048143683981103
27303,0.023660525716968795,0.09555144847655687
27304,0.08699125205099924,0.7379629693916812
27305,0.050730229650911965,0.06335193631762888
27306,0.19338621490064337,0.5257493852925306
27307,0.7331038594333726,0.8363495228233906
27308,0.1714830177479395,0.3426824426714756
27309,0.5146907223910091,0.9577795027696123
27310,0.04639138687322684,0.10338288390792243
27311,0.10233617859852498,0.12448765791273739
27312,0.06464603027478767,0.3457945151851866
27313,0.0849049011974757,0.13691122463211206
27314,0.04026760263056015,0.053117684213558274
27315,0.1029720007018276,0.36401439758906645
27316,0.3202859045968672,0.7065234078470473
27317,0.07008949570215786,0.1438101036348112
27318,0.2506306597538719,0.311617268158535
27319,0.4787729428782576,0.8813378420377863
27320,0.3561753700295201,0.5689045323769842
27321,0.04769576760923603,0.49453209854269664
27322,0.18182409162169788,0.056132426291981716
27323,0.0888583627660669,0.553842187085215
27324,0.3462338280114967,0.5241992126208567
27325,0.7163545169080212,0.924720048745455
27326,0.17281505262281344,0.6217175713505286
27327,0.12839356563461254,0.2978075366692855
27328,0.18987376669302017,0.5416287172719385
27329,0.1007679968009836,0.2848799164206939
27330,0.013171132582487354,0.4380997424405983
27331,0.08777156134455831,0.20733275428156392
27332,0.15361208314779518,0.9427677061757732
27333,0.5849424079779919,0.7798287127880743
27334,0.04624399928635992,0.03554768045428734
27335,0.14190675011106751,0.10233987196661817
27336,0.0634900566712592,0.13495805712572387
27337,0.21600387172037538,0.71496678617571
27338,0.21146708016391566,0.37887857322231766
27339,0.24870479878768614,0.278708875793186
27340,0.020732178914360598,0.13178283139934013
27341,0.199670912551546,0.6313077487545732
27342,0.02467364960602991,0.5533224065361564
27343,0.04864209600867565,0.126056899773453
27344,0.2861547164035003,0.4841085547079621
27345,0.06229161506713927,0.26815494737866913
27346,0.8020434173075097,0.962913854873598
27347,0.7072318628402805,0.9206110084973577
27348,0.1046934275291753,0.29426778320895997
27349,0.05471561782435266,0.14810068827842485
27350,0.17461546361376948,0.9210283699774111
27351,0.8163704852911633,0.8980597206629359
27352,0.1006881448212918,0.30360464621361616
27353,0.009600050213484196,0.08778511610582804
27354,0.15006338720021112,0.5860121776235498
27355,0.3108987293821718,0.5340120045957676
27356,0.2009201294440702,0.5796676168876361
27357,0.1244894638224263,0.3345183589661953
27358,0.20577661326767646,0.6988545917171778
27359,0.3247121959042527,0.7543372572226192
27360,0.13687830366918696,0.5871746561413721
27361,0.03902615795641154,0.9002526208031617
27362,0.20462700324968,0.5074941032367449
27363,0.161737447320755,0.3188148721849774
27364,0.08670010880625756,0.4479724674035851
27365,0.2619456267119235,0.6367014801187794
27366,0.4829020059987664,0.6119677769629234
27367,0.2917479302556978,0.5614704815151833
27368,0.11345409596027589,0.522188437327775
27369,0.055887902131065745,0.057973781521907616
27370,0.02609933566211181,0.8334743818721579
27371,0.23973282756588257,0.2872978012443558
27372,0.08156020151824682,0.295013663203628
27373,0.7868484375345133,0.7840789386806427
27374,0.028669184983885425,0.2592177193446377
